#mean pdf cdf
#  x      p(x)     cdf(x) 
        0.57593          0.05406          0.010588  
         0.5761         0.054343          0.010652  
        0.57627         0.054628          0.010717  
        0.57643         0.054914          0.010782  
         0.5766         0.055201          0.010848  
        0.57677          0.05549          0.010914  
        0.57694          0.05578           0.01098  
        0.57711         0.056072          0.011047  
        0.57728         0.056365          0.011114  
        0.57744          0.05666          0.011181  
        0.57761         0.056956          0.011249  
        0.57778         0.057253          0.011317  
        0.57795         0.057552          0.011385  
        0.57812         0.057853          0.011454  
        0.57829         0.058155          0.011523  
        0.57845         0.058459          0.011592  
        0.57862         0.058764          0.011662  
        0.57879          0.05907          0.011732  
        0.57896         0.059379          0.011803  
        0.57913         0.059688          0.011874  
         0.5793         0.059999          0.011945  
        0.57946         0.060312          0.012017  
        0.57963         0.060627          0.012089  
         0.5798         0.060942          0.012161  
        0.57997          0.06126          0.012234  
        0.58014         0.061579          0.012307  
         0.5803           0.0619          0.012381  
        0.58047         0.062222          0.012455  
        0.58064         0.062546          0.012529  
        0.58081         0.062871          0.012604  
        0.58098         0.063198          0.012679  
        0.58115         0.063527          0.012754  
        0.58131         0.063857           0.01283  
        0.58148         0.064189          0.012906  
        0.58165         0.064523          0.012983  
        0.58182         0.064858           0.01306  
        0.58199         0.065195          0.013138  
        0.58216         0.065533          0.013215  
        0.58232         0.065873          0.013294  
        0.58249         0.066215          0.013372  
        0.58266         0.066559          0.013451  
        0.58283         0.066904          0.013531  
          0.583         0.067251          0.013611  
        0.58317           0.0676          0.013691  
        0.58333          0.06795          0.013772  
         0.5835         0.068302          0.013853  
        0.58367         0.068656          0.013935  
        0.58384         0.069011          0.014017  
        0.58401         0.069369          0.014099  
        0.58417         0.069728          0.014182  
        0.58434         0.070088          0.014265  
        0.58451         0.070451          0.014349  
        0.58468         0.070815          0.014433  
        0.58485         0.071181          0.014518  
        0.58502         0.071549          0.014603  
        0.58518         0.071919          0.014688  
        0.58535          0.07229          0.014774  
        0.58552         0.072664           0.01486  
        0.58569         0.073039          0.014947  
        0.58586         0.073415          0.015034  
        0.58603         0.073794          0.015122  
        0.58619         0.074175           0.01521  
        0.58636         0.074557          0.015299  
        0.58653         0.074941          0.015388  
         0.5867         0.075328          0.015477  
        0.58687         0.075716          0.015567  
        0.58704         0.076105          0.015658  
         0.5872         0.076497          0.015749  
        0.58737         0.076891           0.01584  
        0.58754         0.077286          0.015932  
        0.58771         0.077684          0.016024  
        0.58788         0.078083          0.016117  
        0.58805         0.078485           0.01621  
        0.58821         0.078888          0.016304  
        0.58838         0.079293          0.016398  
        0.58855           0.0797          0.016493  
        0.58872         0.080109          0.016588  
        0.58889          0.08052          0.016684  
        0.58905         0.080933           0.01678  
        0.58922         0.081348          0.016876  
        0.58939         0.081765          0.016974  
        0.58956         0.082184          0.017071  
        0.58973         0.082605          0.017169  
         0.5899         0.083028          0.017268  
        0.59006         0.083453          0.017367  
        0.59023          0.08388          0.017467  
         0.5904         0.084309          0.017567  
        0.59057          0.08474          0.017668  
        0.59074         0.085173          0.017769  
        0.59091         0.085608          0.017871  
        0.59107         0.086046          0.017973  
        0.59124         0.086485          0.018076  
        0.59141         0.086926          0.018179  
        0.59158          0.08737          0.018283  
        0.59175         0.087815          0.018387  
        0.59192         0.088263          0.018492  
        0.59208         0.088713          0.018597  
        0.59225         0.089165          0.018703  
        0.59242         0.089619           0.01881  
